8683108900155	59
8683109475829	49
8683110527876	48
8683110527968	46
8683110222399	41
8683113770934	37
8683110120879	35
8683111004079	33
8683111004048	29
8683111004062	28
4066647058176	27
8683111004451	25
8683110987335	25
8683110478697	24
8683107443929	23
8683109682265	22
8683113686617	20
8683109932896	19
8683113770903	19
8683114327236	18
8681380889120	17
8683114491241	17
8683113336390	17
8683113770910	17
4066647085738	17
8683113770927	16
8683107669251	15
8683109303566	15
8683109303559	15
8683110466403	14
8683109303580	14
8681381207985	14
8683111065483	14
8683113290340	14
8683108833866	13
8683111104212	13
8683106985857	13
8683111070708	13
8683110054563	13
8683106985864	12
8683107669237	12
4066647141472	12
8681386734578	12
8683109749180	12
8681381219025	12
8683110689314	12
8683108773520	12
8683110472602	12
8683110814532	12
4066647156933	12
8683113701983	12
8683114309331	12
8683107061673	12
8683114491135	12
8683109725245	12
8683109724194	12
8683110155390	12
8683107859065	12
4065717128207	12
8683112494268	12
8683108833873	12
8683109972403	12
8683110127045	12
8683110113314	12
8683109723784	12
8683109695906	12
8683110709111	12
4065717977027	12
8683110145810	12
8683110067723	12
8683109991978	12
8683111613424	12
8683109991961	11
8683112404885	11
8683106609159	11
8683109303603	11
8683110689321	11
8683111065490	11
8683106786256	11
8683110700149	11
8681380631378	11
8683110053986	11
8683108899886	11
4066647129586	11
8683113249126	11
8683108745718	11
8683112114296	11
4065717977034	11
8683109932872	11
8683110155406	11
8683109422540	11
8683112205000	11
8683109853313	11
8683110280504	11
8683111177469	11
8683112252301	11
8683112252295	11
8683109759387	11
4066647085653	11
8683109729199	11
8683108883359	10
8683110987304	10
8683109482506	10
8683109482513	10
8683110987281	10
8683109719749	10
8683109480946	10
8683106786119	10
8681380631361	10
8683109932889	10
8683107859072	10
8681380937784	10
8681380934097	10
4066647136713	10
8681385650770	10
8683109251812	10
8683109971505	10
8683110113451	10
8683110121326	10
8683109850855	10
8683109971277	10
8683112494251	10
8683110431760	10
8683109897652	10
8683110393945	10
8683108899879	10
8683110868610	10
8683111678676	10
8683110414985	10
8683111824479	10
8683110938566	10
8683111199539	10
8683109724170	10
8683110254802	10
8683110193842	10
4065717883571	10
8683110403125	10
8683114529081	10
8683108351063	10
8683110987458	10
8683110891359	10
8683113318495	10
8683109303597	10
8683107861792	10
8683111306944	10
8683111070692	10
8683110472619	10
8683112852907	10
8683109115855	9
8683106985840	9
8683109051337	9
8683109570227	9
8681381075287	9
8681381075270	9
8681381075294	9
8683108962375	9
8683112204997	9
4066647264454	9
8683110317668	9
8683112210998	9
8683106779746	9
8683108773537	9
8683110519178	9
8683109483770	9
8683115114798	9
8681380249993	9
8683109696361	9
8683107859058	9
4065717128214	9
8683106233729	9
8683109884539	9
8683109633014	9
8683108580821	9
8683109705940	9
8683112390126	9
8681382357863	9
8683109831335	9
8683113787567	9
8683112252318	9
8683112390119	9
8683110853784	9
4065717914183	9
8683112494244	9
8683109974810	9
8683111147691	9
8683111493996	9
8683111968036	9
8683109760727	9
8683109806135	9
8683109687147	9
8683109483718	9
8683108891125	9
4065717909639	9
8683109422519	9
8683111824486	8
8683111824509	8
8683110171901	8
8683108477602	8
8683109511435	8
8683111199546	8
8683111199560	8
8683109530139	8
8683109555361	8
8683108759746	8
8683108759760	8
8683111625243	8
4065717920696	8
8683109819791	8
8681380375685	8
8683108969855	8
8683109819784	8
8683110533617	8
8683110131608	8
8683108478944	8
8683107586572	8
8681380937869	8
8683110915017	8
8683109542286	8
4066647141489	8
8683109120866	8
4066647141465	8
8683109263716	8
8683109263693	8
8683109263709	8
8683108891385	8
8683108891408	8
8683109823675	8
8683109424377	8
8683111158185	8
8683110240881	8
8683112601475	8
8683111644619	8
8683110269547	8
8683110324604	8
4066647119778	8
8683108537702	8
8683109799536	8
8683109799529	8
8683110269554	8
8683110303388	8
8683110303371	8
8683109761113	8
4066647064511	8
4066647064504	8
8683110689307	8
8683108773544	8
8683110696763	8
8683110696770	8
8683110472626	8
8683110519161	8
8683110814556	8
8683110814525	8
8683111685513	8
8683106221191	8
8683106221184	8
8681380889113	8
8681380889106	8
8683111478139	8
8683108626864	8
8683108895949	8
8683108895956	8
8681380889090	8
4065717919331	8
8681380249986	8
8683109480939	8
8683109480960	8
8683109483787	8
8683111308276	8
8681381907014	8
8683106042291	8
8683111981301	8
8683109932902	8
8683109932865	8
8683110155413	8
8683110155383	8
8683110755590	8
8683106978156	8
8683106978149	8
8683106233736	8
8683113752862	8
8683107879810	8
8683110115202	8
8683110115219	8
8683112494275	8
8683110280511	8
8683109972397	8
8683111177476	8
8683109900512	8
8681382345013	8
8683107716580	8
8683108510385	8
4066647302378	8
4066647124475	8
8683110745638	8
8683110726071	8
4066647099889	8
8683109512098	8
4065717977010	8
8681380952077	8
8681385840843	7
8681385840850	7
8683111308061	7
8683111685490	7
8683110560170	7
8683111685506	7
8681380889137	7
8683108321783	7
8683108874319	7
8683108603537	7
8683111796615	7
8683106042307	7
8683109483763	7
8683108734705	7
8683110890338	7
8683110155376	7
8683111087034	7
8683107859089	7
8683106042406	7
8683113752855	7
8683106233712	7
8683106233743	7
8683113752848	7
8683110621024	7
4065717884608	7
8683109414958	7
8683109134856	7
8683109134863	7
8683109649138	7
8683108833842	7
8683109853320	7
8683110310164	7
8683109850862	7
8683109903995	7
8683110375897	7
8683109971260	7
8683110295256	7
4065717926643	7
4065717904887	7
8683110127038	7
8683111314338	7
8683112445123	7
8683110113307	7
8683110087622	7
8683110856594	7
4065717977003	7
8683109760482	7
8683109760642	7
8683109687154	7
8683109483749	7
8683108759234	7
8683108478951	7
8683111625236	7
8683108477589	7
8683109115879	7
8683106764322	7
8681380937654	7
